,CODIGO JDE,NOMBRE,UNIDAD,CANTIDAD,NODO,ZONA,MUNICIPIO,PROG
22535,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,12.0,W66025,NOROCCIDENTE,SUPIA,2020
22536,200081,POSTE METALICO 12*750,UND,3.0,W66025,NOROCCIDENTE,SUPIA,2020
22537,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,12.0,W66025,NOROCCIDENTE,SUPIA,2020
22538,211381,"PIN RECTO 5/8"" X 7.1/2""",UND,4.0,W66025,NOROCCIDENTE,SUPIA,2020
22539,211294,PIEAMIGOS ANGULO A-48,UND,8.0,W66025,NOROCCIDENTE,SUPIA,2020
22540,211401,GUARDACABOS 1/2,UND,12.0,W66025,NOROCCIDENTE,SUPIA,2020
22541,213340,GRAPA RETENCION No. 2,UND,18.0,W66025,NOROCCIDENTE,SUPIA,2020
22542,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,48.0,W66025,NOROCCIDENTE,SUPIA,2020
22543,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,2.0,W66025,NOROCCIDENTE,SUPIA,2020
22544,212853,CONECTOR DBH-8,UND,6.0,W66025,NOROCCIDENTE,SUPIA,2020
22545,211331,"COLLARIN DOBLE 5-6""",UND,12.0,W66025,NOROCCIDENTE,SUPIA,2020
22546,211354,"TUERCA DE OJO 5/8""",UND,12.0,W66025,NOROCCIDENTE,SUPIA,2020
22547,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,12.0,W66025,NOROCCIDENTE,SUPIA,2020
22548,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,12.0,W66025,NOROCCIDENTE,SUPIA,2020
22549,200145,"AISLADOR PIN 7"" 15 KV",UND,4.0,W66025,NOROCCIDENTE,SUPIA,2020
22550,200472,CABLE ACSR No. 2,M,675.0,W66025,NOROCCIDENTE,SUPIA,2020
22551,200417,CABLE CU DD No. 4,M,2.0,W66025,NOROCCIDENTE,SUPIA,2020
22552,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,216.0,W66025,NOROCCIDENTE,SUPIA,2020
22553,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,10.0,W66025,NOROCCIDENTE,SUPIA,2020
22554,213303,"ARANDELA PRESION GALV 5/8""",UND,28.0,W66025,NOROCCIDENTE,SUPIA,2020
22555,213302,"ARANDELA PRESION GALV 1/2""",UND,20.0,W66025,NOROCCIDENTE,SUPIA,2020
22556,213306,"ARANDELA REDONDA GALV 5/8""",UND,56.0,W66025,NOROCCIDENTE,SUPIA,2020
22557,213305,"ARANDELA REDONDA GALV 1/2""",UND,40.0,W66025,NOROCCIDENTE,SUPIA,2020
22558,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,8.0,W66025,NOROCCIDENTE,SUPIA,2020
22559,211447,"TORNILLO MAQ GALV 5/8"" X 10""",UND,8.0,W66025,NOROCCIDENTE,SUPIA,2020
22560,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,4.0,W66025,NOROCCIDENTE,SUPIA,2020
22561,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,20.0,W66025,NOROCCIDENTE,SUPIA,2020
22562,219406,SELLO PLÁSTICO PARA CONTADORES,UN,25.0,W66025,NOROCCIDENTE,SUPIA,2020
22563,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,25.0,W66025,NOROCCIDENTE,SUPIA,2020
22564,211377,"GRAPA BAND IT 5/8""",UND,204.0,W66025,NOROCCIDENTE,SUPIA,2020
22565,211371,"CINTA BAND IT 5/8""",M,152.0,W66025,NOROCCIDENTE,SUPIA,2020
22566,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.5,W66025,NOROCCIDENTE,SUPIA,2020
22567,4857,SOPORTE PARA CAJA METALICA,UND,50.0,W66025,NOROCCIDENTE,SUPIA,2020
22568,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,25.0,W66025,NOROCCIDENTE,SUPIA,2020
22569,219146,"PLATINA 2"" * 1/4"" * 0.4 M (56)",UND,9.0,W66025,NOROCCIDENTE,SUPIA,2020
22571,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,9.0,W66025,NOROCCIDENTE,SUPIA,2020
22572,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,28.0,W66025,NOROCCIDENTE,SUPIA,2020
22573,200076,POSTE METALICO 8*510,UND,19.0,W66025,NOROCCIDENTE,SUPIA,2020
22574,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,28.0,W66025,NOROCCIDENTE,SUPIA,2020
22575,211294,PIEAMIGOS ANGULO A-48,UND,1.0,W66025,NOROCCIDENTE,SUPIA,2020
22576,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,2.0,W66025,NOROCCIDENTE,SUPIA,2020
22577,211319,PERCHAS 1 PUESTO,UND,54.0,W66025,NOROCCIDENTE,SUPIA,2020
22578,211401,GUARDACABOS 1/2,UND,28.0,W66025,NOROCCIDENTE,SUPIA,2020
22579,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,112.0,W66025,NOROCCIDENTE,SUPIA,2020
22580,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,9.0,W66025,NOROCCIDENTE,SUPIA,2020
22582,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,31.0,W66025,NOROCCIDENTE,SUPIA,2020
22584,212853,CONECTOR DBH-8,UND,56.0,W66025,NOROCCIDENTE,SUPIA,2020
22585,212846,CONECTOR DBH-4,UND,14.0,W66025,NOROCCIDENTE,SUPIA,2020
22586,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,23.0,W66025,NOROCCIDENTE,SUPIA,2020
22588,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,28.0,W66025,NOROCCIDENTE,SUPIA,2020
22589,200151,"AISLADOR YOYO 3""",UND,54.0,W66025,NOROCCIDENTE,SUPIA,2020
22590,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,150.0,W66025,NOROCCIDENTE,SUPIA,2020
22591,200417,CABLE CU DD No. 4,M,22.0,W66025,NOROCCIDENTE,SUPIA,2020
22592,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,320.0,W66025,NOROCCIDENTE,SUPIA,2020
22593,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,896.0,W66025,NOROCCIDENTE,SUPIA,2020
22594,200497,CABLE DUPLEX AL No. 2 X 2,M,192.0,W66025,NOROCCIDENTE,SUPIA,2020
22595,200369,CABLE CU THW No. 1/0,M,6.0,W66025,NOROCCIDENTE,SUPIA,2020
22596,200316,ALAMBRE CU 8AWG NEGRO,M,550.0,W66025,NOROCCIDENTE,SUPIA,2020
22597,200184,TRANSF 1F 10 KVA 13.2 KV,UND,1.0,W66025,NOROCCIDENTE,SUPIA,2020
22598,214271,HEBILLA PLASTICA 15 CM,UND,18.0,W66025,NOROCCIDENTE,SUPIA,2020
22599,213303,"ARANDELA PRESION GALV 5/8""",UND,6.0,W66025,NOROCCIDENTE,SUPIA,2020
22600,213302,"ARANDELA PRESION GALV 1/2""",UND,26.0,W66025,NOROCCIDENTE,SUPIA,2020
22601,213306,"ARANDELA REDONDA GALV 5/8""",UND,12.0,W66025,NOROCCIDENTE,SUPIA,2020
22602,213305,"ARANDELA REDONDA GALV 1/2""",UND,52.0,W66025,NOROCCIDENTE,SUPIA,2020
22603,211441,"TORNILLO MAQ GALV 5/8"" X 4""",UND,4.0,W66025,NOROCCIDENTE,SUPIA,2020
22604,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,2.0,W66025,NOROCCIDENTE,SUPIA,2020
22605,211421,"TORNILLO MAQ GALV 1/2"" X 4""",UND,4.0,W66025,NOROCCIDENTE,SUPIA,2020
22606,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,22.0,W66025,NOROCCIDENTE,SUPIA,2020
22607,219406,SELLO PLÁSTICO PARA CONTADORES,UN,3.0,O34263,SUROCCIDENTE,APIA,2020
22608,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,3.0,O34263,SUROCCIDENTE,APIA,2020
22609,211377,"GRAPA BAND IT 5/8""",UND,27.0,O34263,SUROCCIDENTE,APIA,2020
22610,211371,"CINTA BAND IT 5/8""",M,20.5,O34263,SUROCCIDENTE,APIA,2020
22611,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.06,O34263,SUROCCIDENTE,APIA,2020
22612,4857,SOPORTE PARA CAJA METALICA,UND,6.0,O34263,SUROCCIDENTE,APIA,2020
22613,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,3.0,O34263,SUROCCIDENTE,APIA,2020
22614,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,2.0,O34263,SUROCCIDENTE,APIA,2020
22615,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,10.0,O34263,SUROCCIDENTE,APIA,2020
22616,200076,POSTE METALICO 8*510,UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22617,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,10.0,O34263,SUROCCIDENTE,APIA,2020
22618,211319,PERCHAS 1 PUESTO,UND,9.0,O34263,SUROCCIDENTE,APIA,2020
22619,211401,GUARDACABOS 1/2,UND,10.0,O34263,SUROCCIDENTE,APIA,2020
22620,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,40.0,O34263,SUROCCIDENTE,APIA,2020
22621,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,2.0,O34263,SUROCCIDENTE,APIA,2020
22623,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22625,212853,CONECTOR DBH-8,UND,12.0,O34263,SUROCCIDENTE,APIA,2020
22626,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,10.0,O34263,SUROCCIDENTE,APIA,2020
22627,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,10.0,O34263,SUROCCIDENTE,APIA,2020
22628,200151,"AISLADOR YOYO 3""",UND,9.0,O34263,SUROCCIDENTE,APIA,2020
22629,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,6.0,O34263,SUROCCIDENTE,APIA,2020
22630,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,12.0,O34263,SUROCCIDENTE,APIA,2020
22631,200417,CABLE CU DD No. 4,M,2.0,O34263,SUROCCIDENTE,APIA,2020
22632,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,113.0,O34263,SUROCCIDENTE,APIA,2020
22633,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,632.0,O34263,SUROCCIDENTE,APIA,2020
22634,200497,CABLE DUPLEX AL No. 2 X 2,M,211.0,O34263,SUROCCIDENTE,APIA,2020
22635,200369,CABLE CU THW No. 1/0,M,6.0,O34263,SUROCCIDENTE,APIA,2020
22636,200316,ALAMBRE CU 8AWG NEGRO,M,77.0,O34263,SUROCCIDENTE,APIA,2020
22637,213302,"ARANDELA PRESION GALV 1/2""",UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22638,213305,"ARANDELA REDONDA GALV 1/2""",UND,8.0,O34263,SUROCCIDENTE,APIA,2020
22639,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22640,219673,"CRUCETA RED 13.2KV 3-4 HILOS 3""X1/4""X3.5M GALV. EN CALIENTE",UND,2.0,O34263,SUROCCIDENTE,APIA,2020
22641,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,1.0,O34263,SUROCCIDENTE,APIA,2020
22642,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22643,200081,POSTE METALICO 12*750,UND,2.0,O34263,SUROCCIDENTE,APIA,2020
22644,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22645,211401,GUARDACABOS 1/2,UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22646,213340,GRAPA RETENCION No. 2,UND,8.0,O34263,SUROCCIDENTE,APIA,2020
22647,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,16.0,O34263,SUROCCIDENTE,APIA,2020
22648,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,1.0,O34263,SUROCCIDENTE,APIA,2020
22649,212853,CONECTOR DBH-8,UND,3.0,O34263,SUROCCIDENTE,APIA,2020
22650,211354,"TUERCA DE OJO 5/8""",UND,8.0,O34263,SUROCCIDENTE,APIA,2020
22651,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22652,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,6.0,O34263,SUROCCIDENTE,APIA,2020
22653,200417,CABLE CU DD No. 4,M,1.0,O34263,SUROCCIDENTE,APIA,2020
22654,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,72.0,O34263,SUROCCIDENTE,APIA,2020
22655,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,5.0,O34263,SUROCCIDENTE,APIA,2020
22656,213303,"ARANDELA PRESION GALV 5/8""",UND,12.0,O34263,SUROCCIDENTE,APIA,2020
22657,213302,"ARANDELA PRESION GALV 1/2""",UND,2.0,O34263,SUROCCIDENTE,APIA,2020
22658,213306,"ARANDELA REDONDA GALV 5/8""",UND,24.0,O34263,SUROCCIDENTE,APIA,2020
22659,213305,"ARANDELA REDONDA GALV 1/2""",UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22660,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22661,211447,"TORNILLO MAQ GALV 5/8"" X 10""",UND,4.0,O34263,SUROCCIDENTE,APIA,2020
22662,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,2.0,O34263,SUROCCIDENTE,APIA,2020
22663,219406,SELLO PLÁSTICO PARA CONTADORES,UN,32.0,M63061,CENTRO,MANIZALES,2020
22664,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,32.0,M63061,CENTRO,MANIZALES,2020
22665,211377,"GRAPA BAND IT 5/8""",UND,34.0,M63061,CENTRO,MANIZALES,2020
22666,211371,"CINTA BAND IT 5/8""",M,21.7,M63061,CENTRO,MANIZALES,2020
22667,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,9.0,M63061,CENTRO,MANIZALES,2020
22668,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,32.0,M63061,CENTRO,MANIZALES,2020
22669,219146,"PLATINA 2"" * 1/4"" * 0.4 M (56)",UND,9.0,M63061,CENTRO,MANIZALES,2020
22671,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,5.0,M63061,CENTRO,MANIZALES,2020
22672,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,3.0,M63061,CENTRO,MANIZALES,2020
22673,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,3.0,M63061,CENTRO,MANIZALES,2020
22674,200002,POSTE CENTRIFUGADO 8 M,UND,2.0,M63061,CENTRO,MANIZALES,2020
22675,211294,PIEAMIGOS ANGULO A-48,UND,1.0,M63061,CENTRO,MANIZALES,2020
22676,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,2.0,M63061,CENTRO,MANIZALES,2020
22677,211319,PERCHAS 1 PUESTO,UND,14.0,M63061,CENTRO,MANIZALES,2020
22678,211401,GUARDACABOS 1/2,UND,3.0,M63061,CENTRO,MANIZALES,2020
22679,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,12.0,M63061,CENTRO,MANIZALES,2020
22680,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,5.0,M63061,CENTRO,MANIZALES,2020
22681,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,18.0,M63061,CENTRO,MANIZALES,2020
22683,212853,CONECTOR DBH-8,UND,10.0,M63061,CENTRO,MANIZALES,2020
22684,212846,CONECTOR DBH-4,UND,16.0,M63061,CENTRO,MANIZALES,2020
22685,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,12.0,M63061,CENTRO,MANIZALES,2020
22687,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,3.0,M63061,CENTRO,MANIZALES,2020
22688,200151,"AISLADOR YOYO 3""",UND,14.0,M63061,CENTRO,MANIZALES,2020
22689,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,16.0,M63061,CENTRO,MANIZALES,2020
22690,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,310.0,M63061,CENTRO,MANIZALES,2020
22691,200384,CABLE CU. FUERZA 2X4+6 AWG,ML,22.5,M63061,CENTRO,MANIZALES,2020
22692,200417,CABLE CU DD No. 4,M,18.0,M63061,CENTRO,MANIZALES,2020
22693,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,72.0,M63061,CENTRO,MANIZALES,2020
22694,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,156.0,M63061,CENTRO,MANIZALES,2020
22695,200369,CABLE CU THW No. 1/0,M,6.0,M63061,CENTRO,MANIZALES,2020
22696,200198,TRANSF 1F 25 KVA 13.2 KV,UND,1.0,M63061,CENTRO,MANIZALES,2020
22697,219144,HEBILLA PLASTICA 25 CM,UND,163.0,M63061,CENTRO,MANIZALES,2020
22698,210530,"TUBO CONDUIT METAL 1/2"" X 3M",UND,1.0,M63061,CENTRO,MANIZALES,2020
22699,2507,CHAZO O RAMPLUG,UND,128.0,M63061,CENTRO,MANIZALES,2020
22700,213303,"ARANDELA PRESION GALV 5/8""",UND,6.0,M63061,CENTRO,MANIZALES,2020
22701,213302,"ARANDELA PRESION GALV 1/2""",UND,10.0,M63061,CENTRO,MANIZALES,2020
22702,213306,"ARANDELA REDONDA GALV 5/8""",UND,12.0,M63061,CENTRO,MANIZALES,2020
22703,213305,"ARANDELA REDONDA GALV 1/2""",UND,20.0,M63061,CENTRO,MANIZALES,2020
22704,211441,"TORNILLO MAQ GALV 5/8"" X 4""",UND,4.0,M63061,CENTRO,MANIZALES,2020
22705,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,2.0,M63061,CENTRO,MANIZALES,2020
22706,211421,"TORNILLO MAQ GALV 1/2"" X 4""",UND,4.0,M63061,CENTRO,MANIZALES,2020
22707,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,6.0,M63061,CENTRO,MANIZALES,2020
22708,211377,"GRAPA BAND IT 5/8""",UND,45.0,M20126,CENTRO,MANIZALES,2020
22709,211371,"CINTA BAND IT 5/8""",M,29.2,M20126,CENTRO,MANIZALES,2020
22710,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,13.0,M20126,CENTRO,MANIZALES,2020
22711,219175,"PLATINA 2"" * 3/8"" * 0.3 M",UND,2.0,M20126,CENTRO,MANIZALES,2020
22713,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,4.0,M20126,CENTRO,MANIZALES,2020
22714,4524,"UES DE 5/8"" X 20 CM",UND,2.0,M20126,CENTRO,MANIZALES,2020
22715,4522,"UES DE 5/8"" X 22 CM",UND,2.0,M20126,CENTRO,MANIZALES,2020
22716,200002,POSTE CENTRIFUGADO 8 M,UND,2.0,M20126,CENTRO,MANIZALES,2020
22717,211294,PIEAMIGOS ANGULO A-48,UND,1.0,M20126,CENTRO,MANIZALES,2020
22718,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,2.0,M20126,CENTRO,MANIZALES,2020
22719,211319,PERCHAS 1 PUESTO,UND,17.0,M20126,CENTRO,MANIZALES,2020
22720,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,4.0,M20126,CENTRO,MANIZALES,2020
22721,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,30.0,M20126,CENTRO,MANIZALES,2020
22723,212853,CONECTOR DBH-8,UND,12.0,M20126,CENTRO,MANIZALES,2020
22724,212846,CONECTOR DBH-4,UND,25.0,M20126,CENTRO,MANIZALES,2020
22725,211326,"COLLARIN SENCILLO 8-9""",UND,4.0,M20126,CENTRO,MANIZALES,2020
22726,211324,"COLLARIN SENCILLO 6-7""",UND,1.0,M20126,CENTRO,MANIZALES,2020
22727,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,48.0,M20126,CENTRO,MANIZALES,2020
22729,200151,"AISLADOR YOYO 3""",UND,17.0,M20126,CENTRO,MANIZALES,2020
22730,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,34.0,M20126,CENTRO,MANIZALES,2020
22731,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,615.0,M20126,CENTRO,MANIZALES,2020
22732,200384,CABLE CU. FUERZA 2X4+6 AWG,ML,32.5,M20126,CENTRO,MANIZALES,2020
22733,200417,CABLE CU DD No. 4,M,9.0,M20126,CENTRO,MANIZALES,2020
22734,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,35.0,M20126,CENTRO,MANIZALES,2020
22735,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,277.0,M20126,CENTRO,MANIZALES,2020
22736,200369,CABLE CU THW No. 1/0,M,6.0,M20126,CENTRO,MANIZALES,2020
22737,214271,HEBILLA PLASTICA 15 CM,UND,12.0,M20126,CENTRO,MANIZALES,2020
22738,219144,HEBILLA PLASTICA 25 CM,UND,324.5,M20126,CENTRO,MANIZALES,2020
22739,210530,"TUBO CONDUIT METAL 1/2"" X 3M",UND,1.0,M20126,CENTRO,MANIZALES,2020
22740,213303,"ARANDELA PRESION GALV 5/8""",UND,8.0,M20126,CENTRO,MANIZALES,2020
22741,213302,"ARANDELA PRESION GALV 1/2""",UND,5.0,M20126,CENTRO,MANIZALES,2020
22742,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,M20126,CENTRO,MANIZALES,2020
22743,213305,"ARANDELA REDONDA GALV 1/2""",UND,10.0,M20126,CENTRO,MANIZALES,2020
22744,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,2.0,M20126,CENTRO,MANIZALES,2020
22745,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,5.0,M20126,CENTRO,MANIZALES,2020
22746,211377,"GRAPA BAND IT 5/8""",UND,10.0,M20099,CENTRO,MANIZALES,2020
22747,211371,"CINTA BAND IT 5/8""",M,5.2,M20099,CENTRO,MANIZALES,2020
22748,219175,"PLATINA 2"" * 3/8"" * 0.3 M",UND,2.0,M20099,CENTRO,MANIZALES,2020
22750,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,4.0,M20099,CENTRO,MANIZALES,2020
22751,4524,"UES DE 5/8"" X 20 CM",UND,2.0,M20099,CENTRO,MANIZALES,2020
22752,4522,"UES DE 5/8"" X 22 CM",UND,2.0,M20099,CENTRO,MANIZALES,2020
22753,200002,POSTE CENTRIFUGADO 8 M,UND,1.0,M20099,CENTRO,MANIZALES,2020
22754,211294,PIEAMIGOS ANGULO A-48,UND,1.0,M20099,CENTRO,MANIZALES,2020
22755,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,2.0,M20099,CENTRO,MANIZALES,2020
22756,211319,PERCHAS 1 PUESTO,UND,8.0,M20099,CENTRO,MANIZALES,2020
22757,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,4.0,M20099,CENTRO,MANIZALES,2020
22759,212853,CONECTOR DBH-8,UND,8.0,M20099,CENTRO,MANIZALES,2020
22760,212846,CONECTOR DBH-4,UND,4.0,M20099,CENTRO,MANIZALES,2020
22761,211326,"COLLARIN SENCILLO 8-9""",UND,4.0,M20099,CENTRO,MANIZALES,2020
22762,211324,"COLLARIN SENCILLO 6-7""",UND,1.0,M20099,CENTRO,MANIZALES,2020
22763,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,8.0,M20099,CENTRO,MANIZALES,2020
22764,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,4.0,M20099,CENTRO,MANIZALES,2020
22766,200151,"AISLADOR YOYO 3""",UND,8.0,M20099,CENTRO,MANIZALES,2020
22767,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,31.0,M20099,CENTRO,MANIZALES,2020
22768,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,256.0,M20099,CENTRO,MANIZALES,2020
22769,200417,CABLE CU DD No. 4,M,9.0,M20099,CENTRO,MANIZALES,2020
22770,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,35.0,M20099,CENTRO,MANIZALES,2020
22771,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,71.0,M20099,CENTRO,MANIZALES,2020
22772,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,9.0,M20099,CENTRO,MANIZALES,2020
22773,200369,CABLE CU THW No. 1/0,M,6.0,M20099,CENTRO,MANIZALES,2020
22774,219144,HEBILLA PLASTICA 25 CM,UND,143.5,M20099,CENTRO,MANIZALES,2020
22775,210530,"TUBO CONDUIT METAL 1/2"" X 3M",UND,1.0,M20099,CENTRO,MANIZALES,2020
22776,213303,"ARANDELA PRESION GALV 5/8""",UND,8.0,M20099,CENTRO,MANIZALES,2020
22777,213302,"ARANDELA PRESION GALV 1/2""",UND,5.0,M20099,CENTRO,MANIZALES,2020
22778,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,M20099,CENTRO,MANIZALES,2020
22779,213305,"ARANDELA REDONDA GALV 1/2""",UND,10.0,M20099,CENTRO,MANIZALES,2020
22780,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,2.0,M20099,CENTRO,MANIZALES,2020
22781,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,5.0,M20099,CENTRO,MANIZALES,2020
22782,211278,"CRUCETA RED 13.2KV 3-4 HILOS 3""X1/4""X4.0M GALV. EN CALIENTE",UND,2.0,O34361,SUROCCIDENTE,APIA,2020
22784,219176,"PLATINA 2"" * 1/4"" * 0.2 M (54)",UND,2.0,O34361,SUROCCIDENTE,APIA,2020
22785,211297,"BAYONETA 3""X1/4""X2 M GALV. EN CALIENTE",UND,2.0,O34361,SUROCCIDENTE,APIA,2020
22786,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,1.0,O34361,SUROCCIDENTE,APIA,2020
22787,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,6.0,O34361,SUROCCIDENTE,APIA,2020
22788,200081,POSTE METALICO 12*750,UND,2.0,O34361,SUROCCIDENTE,APIA,2020
22789,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,6.0,O34361,SUROCCIDENTE,APIA,2020
22790,211381,"PIN RECTO 5/8"" X 7.1/2""",UND,2.0,O34361,SUROCCIDENTE,APIA,2020
22791,211401,GUARDACABOS 1/2,UND,6.0,O34361,SUROCCIDENTE,APIA,2020
